narration,category
AUTO DEBIT YLG SALON,Personal Care
NEFT/126961212830/HCL TECHNOLOGIES,Income
UPI/MEDPLUS/246348257717,Health
MANDATE-LAKME SALON,Personal Care
POS PURCHASE BANGALORE METRO RAIL,Transport
UPI/NEW INDIA ASSURANCE,Insurance
ACH DR CAFE COFFEE DAY,Food & Dining
IMPS/929621041450/PAYTM WALLET,Transfer
BILLDESK-SPOTIFY-953454,Entertainment
IMPS-AMAZON FRESH-63983920,Groceries
UPI PAYMENT UDEMY BUSINESS,Subscriptions
NACH-VIVO-01722795,Electronics
UPI PAYMENT CHEQUE BOOK CHARGES,Bank Charges
IMPS/684066976701/NOTION PRO,Subscriptions
IMPS/537847124345/FLAT RENT TRANSFER,Rent
ACH DR NARAYANA HEALTH,Health
ECS-ADITYA BIRLA HEALTH,Insurance
RTGS/880402610089/SELF TRANSFER,Transfer
POS/540097/SOCIETY MAINTENANCE,Rent
UPI/FLIPKART/692791495715,Shopping
UPI PAYMENT OLA CABS,Transport
NACH-CASH WITHDRAWAL BRANCH-31061067,Cash Withdrawal
NEFT-YULU BIKES-41102795,Transport
POS PURCHASE FLAT RENT TRANSFER,Rent
POS 111127 IBM INDIA,Income
POS/038588/DISNEY HOTSTAR,Entertainment
NEFT-UTI MF-60503282,Investment
POS 480944 MINIMALIST INDIA,Personal Care
NEFT/383574230506/REDBUS,Travel
NEFT-NILGIRIS-80407832,Groceries
IMPS-VEDANTU-66411819,Education
POS 729903 ADANI GAS,Utilities
POLICY PREMIUM KOTAK LIFE,Insurance
IMPS/269224923934/GOOGLEPAY TRANSFER,Transfer
NEFT-BSES YAMUNA-41532700,Utilities
UPI/PPF INTEREST CREDIT/846094028099,Interest Income
ACH DR ICICI PRUDENTIAL LIFE,Insurance
POS/647550/BANSAL CLASSES,Education
UPI/OUT/034660498803/fitransf@oksbi/Payment,Transfer
UPI-P2A-611176276604-KUVERA,Investment
POS/240954/LEVI STRAUSS,Shopping
UPI-DR-956947750347-SAGAR RATNA,Food & Dining
IMPS/551343494238/IOC FUEL STATION,Fuel
BILLDESK-DU FEES PAYMENT-262968,Education
ECS-SOCIETY MAINTENANCE,Rent
UPI/AMAZON FRESH/076879785992,Groceries
UPI-P2A-131844294062-HOMIGO,Rent
UPI-P2A-266492109355-VISHAL MEGA MART,Groceries
NACH-ACCENTURE INDIA-42950699,Income
UPI/OUT/746336146751/narayana@okicici/Payment,Education
UPI/CANARA BANK INTEREST/532878492319,Interest Income
CASH WITHDRAWAL 07520210,Cash Withdrawal
NEFT-UPGRAD-26543666,Education
NACH-FOREST ESSENTIALS-61651352,Personal Care
UPI PAYMENT VAN HEUSEN,Shopping
AUTO DEBIT CASTROL,Fuel
IMPS/073048202654/CINEPOLIS,Entertainment
RTGS/476844409282/HP,Electronics
POS 133910 KOTAK MAHINDRA EMI,Loan EMI
POS 605636 FORTIS HEALTHCARE,Health
UPI-DR-661565227253-CHENNAI METRO,Transport
UPI/BIGBASKET,Groceries
IMPS/201253193819/BOUNCE CHARGES,Bank Charges
UPI/DR/878218841093/RAPIDO,Transport
BILLDESK-PROCESSING FEE-116008,Bank Charges
ACH DR WYNK MUSIC,Entertainment
MANDATE-SPAR HYPERMARKET,Groceries
POS/155897/CHALO BUS,Transport
ACH DR INDIAN OIL,Fuel
RENT TRANSFER MAGICBRICKS,Rent
NACH-FAMILY TRANSFER-57344408,Transfer
AUTO DEBIT BHARAT PETROLEUM,Fuel
CASH WITHDRAWAL 59932971,Cash Withdrawal
RTGS/015407129447/PNB FD INTEREST,Interest Income
DEMAT DSP MUTUAL FUND,Investment
RENT TRANSFER HOUSING.COM,Rent
BILLDESK-SARAVANA BHAVAN-884193,Food & Dining
BILLDESK-ADITYA BIRLA HEALTH-634925,Insurance
NACH-MAKEMYTRIP-40836432,Travel
AUTO DEBIT HCL TECHNOLOGIES,Income
NACH-ZOSTEL-50653767,Travel
BILLDESK-SHELL INDIA-946913,Fuel
UPI/SIMPLILEARN,Education
UPI/FD MATURITY CREDIT/393225445610,Interest Income
RTGS/972719779923/TIMES PRIME,Subscriptions
NEFT-RELIANCE PETROL-32424115,Fuel
IMPS/186963885172/IMPS CHARGES,Bank Charges
UPI/BARBEQUE NATION/595774247628,Food & Dining
LI PREMIUM CARE HEALTH,Insurance
UPI PAYMENT METRO CASH AND CARRY,Groceries
NEFT/321545947981/GULF OIL,Fuel
AUTO DEBIT RAPIDO,Transport
UPI-DR-868799026254-PHONEPE TRANSFER,Transfer
BILLDESK-HDFC LIFE-562534,Insurance
UPI-DR-792311578808-SKECHERS,Shopping
POS/312434/DOMINOS,Food & Dining
UPI-DR-707249491084-PATANJALI AYURVED,Personal Care
NEFT-HOUSING.COM-66761389,Rent
UPI PAYMENT POST OFFICE INTEREST,Interest Income
UPI/DR/777421458971/MAHARASHTRA PT,Tax
UPI-DR-281986271075-INDIAN OIL,Fuel
UPI/DR/018095025545/SPENCERS RETAIL,Groceries
BILLDESK-VAN HEUSEN-372905,Shopping
POS/328933/KSEB,Utilities
UPI/SONY,Electronics
UPI/DR/448212973135/SIMPL EMI,Loan EMI
RTGS/196084161022/LIFESTYLE,Shopping
RTGS/648007446916/LAKME SALON,Personal Care
IMPS/281116940220/LOCKER RENT CHARGES,Bank Charges
UPI PAYMENT COIN BY ZERODHA,Investment
BILLDESK-IMPS TRANSFER-766186,Transfer
VIDEOCON D2H ONLINE BILL PAYMENT,Utilities
POS 469739 JIO BP,Fuel
MANDATE-EASYDAY,Groceries
ACH DR PVR CINEMAS,Entertainment
UPI/HP/279050521729,Electronics
NEFT/341838190583/BAJAJ ELECTRICALS,Electronics
UPI-DR-106884446889-GOLD LOAN EMI,Loan EMI
UPI-P2A-972487636306-JIO FIBER,Utilities
ACH DR XIAOMI,Electronics
MANDATE-BOOKING.COM,Travel
NACH-HPCL OUTLET-43909097,Fuel
BILLDESK-SIMPL EMI-741139,Loan EMI
UPI PAYMENT OYO ROOMS,Travel
UPI/OUT/848124500300/shuttl@okaxis/Payment,Transport
NEFT/356711973836/ATM KOTAK,Cash Withdrawal
RTGS/682931411908/MAKEMYTRIP,Travel
IMPS-MUMBAI METRO-54485313,Transport
INSURANCE PREMIUM NIVA BUPA,Insurance
IMPS/749784023872/KSRTC,Transport
ACH DR TATA SKY,Utilities
ACH DR ATM ICICI,Cash Withdrawal
RTGS/009613375150/SHUTTL,Transport
POS PURCHASE MEDANTA,Health
MANDATE-BBMP PROPERTY TAX,Tax
POS PURCHASE ATM BOB,Cash Withdrawal
ACH DR AXIS BANK FD INTEREST,Interest Income
ECS-GST REFUND,Tax
IMPS-PRACTO-21768470,Health
UPI/NOBROKER/925794596567,Rent
UPI PAYMENT BATA,Shopping
ECS-AMAZON INDIA,Income
SALARY CREDIT WIPRO LTD,Income
NACH-REDCLIFFE LABS-91529116,Health
IMPS-PNB FD INTEREST-17005419,Interest Income
UPI/DR/238194181735/CRED PAY TRANSFER,Transfer
RTGS/269855210006/ACKO INSURANCE,Insurance
AUTO DEBIT LOOKS SALON,Personal Care
POS 863874 GST PAYMENT,Tax
POS/101840/EDUCATION LOAN EMI,Loan EMI
UPI/OUT/737441248449/landlord@okicici/Payment,Rent
NACH-IIT FEES-57623647,Education
UPI/OUT/107857922221/karnatak@okaxis/Payment,Tax
NACH-CARNIVAL CINEMAS-29752229,Entertainment
UPI-DR-165909224937-ZOOM CAR,Transport
RTGS/361240466584/ATM SBI,Cash Withdrawal
NEFT/161245564891/FI TRANSFER,Transfer
IMPS-NAYARA ENERGY-34552085,Fuel
UPI/DR/999911701621/LIFESTYLE,Shopping
MANDATE-WYNK MUSIC,Entertainment
UPI-P2A-923078533449-INCOME TAX PAYMENT,Tax
MANDATE-LINKEDIN PREMIUM,Subscriptions
ATM-NFS CASH WITHDRAWAL,Cash Withdrawal
UPI-P2A-455633064069-VIVO,Electronics
BILLDESK-HERITAGE FRESH-354997,Groceries
NEFT-PAYTM MONEY-68588390,Investment
AUTO DEBIT SELF ASSESSMENT TAX,Tax
UPI/GST PAYMENT/680207949121,Tax
POS PURCHASE AIR INDIA,Travel
UPI PAYMENT MOTI MAHAL,Food & Dining
IMPS-UDEMY BUSINESS-56445336,Subscriptions
ACH DR NIVA BUPA,Insurance
UPI/MICROSOFT INDIA/944339050453,Income
POS PURCHASE MAGICBRICKS,Rent
UPI/OUT/498653079671/toniandg@okaxis/Payment,Personal Care
POS/420734/IMPS CHARGES,Bank Charges
UPI/AIRTEL BROADBAND/251109788447,Utilities
NEFT-UNACADEMY-24850268,Education
UPI/DR/086383172821/COLIVE,Rent
AUTO DEBIT GOLD LOAN EMI,Loan EMI
IMPS-HOUSE RENT PAYMENT-65415288,Rent
PAYROLL CAPGEMINI,Income
IMPS/403107312466/PROPERTY TAX,Tax
UPI-DR-402877554387-ECS BOUNCE,Bank Charges
UPI/DR/580724828180/SPLITWISE SETTLEMENT,Transfer
NEFT-KOTAK SAVINGS INTEREST-42775020,Interest Income
NEFT-PRACTO-08904605,Health
NACH-POORVIKA MOBILES-64246275,Electronics
UPI/KSRTC/265992295200,Transport
HOUSE RENT STANZALIVING,Rent
IMPS/809744828797/KSEB,Utilities
NEFT/004062204669/MCGM PROPERTY TAX,Tax
NACH-PRACTO-00590748,Health
RTGS/877017178874/DMART,Groceries
UPI-P2A-513493600794-WESTSIDE,Shopping
RTGS/347902339567/ICICI BANK EMI,Loan EMI
UPI-DR-545414594286-APPLE ONE,Subscriptions
UPI PAYMENT MOTILAL OSWAL MF,Investment
NEFT/683183950700/SPLITWISE SETTLEMENT,Transfer
POS PURCHASE CARNIVAL CINEMAS,Entertainment
IMPS/467953562357/FABINDIA,Shopping
NACH-SONY LIV-61005858,Entertainment
MANDATE-ICICI BANK SAVINGS INTEREST,Interest Income
AUTO DEBIT JAWED HABIB,Personal Care
UPI/OUT/640598057991/kseb@axl/Payment,Utilities
POS PURCHASE DOCSAPP,Health
AUTO DEBIT VIT UNIVERSITY,Education
RTGS/537712701828/TATA AIA LIFE,Insurance
POLICY PREMIUM ICICI LOMBARD,Insurance
UPI-DR-402877554387-ECS BOUNCE,Bank Charges
NACH-INDIAN OIL-39747549,Fuel
RTGS/888218992801/BLINKIT,Groceries
NACH-AXIS BANK FD INTEREST-57975331,Interest Income
UPI-DR-483650505199-WINZO GAMES,Entertainment
ACH DR REDBUS,Travel
UPI/DR/387938373399/ALLEN CAREER INSTITUTE,Education
ECS-KENDRIYA VIDYALAYA FEES,Education
ACH DR MICRO ATM WITHDRAWAL,Cash Withdrawal
NEFT/209800001203/RTGS CHARGES,Bank Charges
AUTO DEBIT SPLITWISE SETTLEMENT,Transfer
IMPS/732964962748/DU FEES PAYMENT,Education
NEFT/603210632445/GAANA,Entertainment
ECS-AKASA AIR,Travel
POS PURCHASE BAJAJ FINSERV EMI,Loan EMI
NACH-AXIS BANK EMI-69446361,Loan EMI
POS 545152 UNITED INDIA INSURANCE,Insurance
UPI-P2A-380783089979-ATM KOTAK,Cash Withdrawal
UPI/ICICI BANK SAVINGS INTEREST,Interest Income
BILLDESK-SOCIETY MAINTENANCE-977661,Rent
BILLDESK-VOOT-698920,Entertainment
POS 865883 MAKEMYTRIP,Travel
UPI/OUT/774446520199/netflixi@ibl/Payment,Subscriptions
BILLDESK-KOTAK LIFE-078449,Insurance
CASH WITHDRAWAL 76346372,Cash Withdrawal
INCOME TAX 4716495841,Tax
POS/711464/TOPPR,Education
POS/585026/BOUNCE CHARGES,Bank Charges
NEFT/388158690795/CHAAYOS,Food & Dining
RTGS/955275295266/KSEB,Utilities
IMPS/249730891239/TATA SKY,Utilities
POS PURCHASE NATIONAL INSURANCE,Insurance
AUTO DEBIT HPCL OUTLET,Fuel
UPI/DR/667589506177/HPCL OUTLET,Fuel
UPI-P2A-648009873998-TALWALKARS,Health
BILLDESK-RD INTEREST CREDIT-482390,Interest Income
IMPS-QUICKRIDE-42617612,Transport
UPI-P2A-693753533846-MICROSOFT 365,Subscriptions
IMPS-ONEPLUS-30989107,Electronics
AUTO DEBIT DU FEES PAYMENT,Education
MANDATE-BAJAJ ALLIANZ LIFE,Insurance
POS PURCHASE UNIQLO,Shopping
UPI-DR-903385301645-STAR BAZAAR,Groceries
BILLDESK-METRO CASH AND CARRY-870693,Groceries
UPI/OUT/780810514052/natureba@axl/Payment,Groceries
AUTO DEBIT MY11CIRCLE,Entertainment
UPI/PROCESSING FEE,Bank Charges
UPI-DR-514674511055-PERSONAL LOAN EMI,Loan EMI
ECS-ECS BOUNCE,Bank Charges
UPI/DR/965208281471/DISH TV,Utilities
BILLDESK-NETFLIX-733144,Entertainment
MANDATE-STANZALIVING,Rent
SALARY CREDIT MICROSOFT INDIA,Income
AUTO DEBIT STANZALIVING,Rent
POS PURCHASE ZEST MONEY EMI,Loan EMI
UPI/INDIAN OIL/653605931430,Fuel
ACH-EMI-YES BANK EMI-43447393,Loan EMI
NEFT/309340935222/FULLERTON INDIA EMI,Loan EMI
NEFT-SUBWAY-45710864,Food & Dining
UPI-DR-735717149097-PARADISE BIRYANI,Food & Dining
NEFT/421193959730/MAMAEARTH,Personal Care
RTGS/093793063943/EASYDAY,Groceries
IMPS-PATANJALI AYURVED-82248568,Personal Care
ACH DR ENRICH SALON,Personal Care
IMPS-PHONEPE TRANSFER-67499025,Transfer
RTGS/617829714474/SAVINGS ACCOUNT INTEREST,Interest Income
UPI PAYMENT TATA NEU PLUS,Subscriptions
RTGS SALARY CREDIT TATA CONSULTANCY,Income
RTGS/186179792845/ICICI LOMBARD,Insurance
MANDATE-CLEARTRIP,Travel
POS/194798/JIOMART,Groceries
BILLDESK-HINDUSTAN PETROLEUM-814834,Fuel
ACH DR ETMONEY,Investment
UPI-DR-299139379999-POORVIKA MOBILES,Electronics
NACH-SUGAR COSMETICS-65964016,Personal Care
IMPS/846859497136/LAKME SALON,Personal Care
UPI/FIRSTCRY/454691354295,Shopping
NEFT-KUVERA-14376140,Investment
BILLDESK-VIVO-058021,Electronics
NEFT/937001985852/FORTIS HEALTHCARE,Health
UPI/DR/072283190811/KFC,Food & Dining
ECS-PROCESSING FEE,Bank Charges
BILLDESK-DISNEY HOTSTAR-037531,Entertainment
ACH DR THEOBROMA,Food & Dining
IMPS-VAN HEUSEN-12304795,Shopping
NACH-IOC FUEL STATION-86290597,Fuel
UPI/ATM-NFS WITHDRAWAL/824047963239,Cash Withdrawal
NACH-CINEPOLIS-16378462,Entertainment
POS 674583 MCAFFEINE,Personal Care
ACH DR PNB METLIFE,Insurance
POS 112521 HDFC MUTUAL FUND,Investment
IMPS/750054777281/UBER,Transport
ECS-IRCTC,Travel
POS 965867 SELF ASSESSMENT TAX,Tax
UPI/OUT/799256977393/gstpayme@ybl/Payment,Tax
UPI/MICRO ATM WITHDRAWAL/099865246274,Cash Withdrawal
NEFT-UNION BANK INTEREST-70916689,Interest Income
UPI-P2A-380783089979-ATM KOTAK,Cash Withdrawal
POLICY PREMIUM HDFC ERGO,Insurance
RTGS/246022723893/FUND TRANSFER,Transfer
BILLDESK-TATA NEU PLUS-681721,Subscriptions
IMPS-RELIANCE PETROL-12330702,Fuel
UPI-DR-148179485600-RELIANCE PETROL,Fuel
POS/312434/DOMINOS,Food & Dining
UPI/REDBUS/440235756999,Travel
NEFT/143346541447/VEHICLE TAX,Tax
AUTO DEBIT BPCL PUMP,Fuel
PSPCL BILL 323467,Utilities
NEFT/258218944884/HOTELS.COM,Travel
NEFT/302618987339/BIOTIQUE,Personal Care
UPI/QUICKRIDE/833807101427,Transport
ACH DR VEDANTU,Education
ACH DR ANGEL ONE,Investment
UPI/MAGICBRICKS/811256221919,Rent
UPI/OUT/299089801670/minimumb@ibl/Payment,Bank Charges
ACH DR CBSE BOARD FEES,Education
UPI/PURPLLE,Personal Care
UPI PAYMENT REDBUS,Travel
UPI/OUT/417828446419/marksand@ibl/Payment,Shopping
POS 041288 BIKANERVALA,Food & Dining
ECS-HDFC BANK,Income
IMPS/860825769302/PNB FD INTEREST,Interest Income
NEFT/246435544077/WINZO GAMES,Entertainment
UPI/DR/303403154642/MAX FASHION,Shopping
POS PURCHASE HOMIGO,Rent
ECS-SWIGGY,Food & Dining
ACH DR LINKEDIN PREMIUM,Subscriptions
IMPS/220470410231/OYO LIFE,Rent
UPI PAYMENT BANSAL CLASSES,Education
POS/670576/MAX LIFE,Insurance
IMPS-HALDIRAMS-99775719,Food & Dining
NEFT/337216745612/SUGAR COSMETICS,Personal Care
UPI-DR-158066053073-SOTC TRAVEL,Travel
UPI/ZOSTEL,Travel
NEFT/504367093212/UPSTOX,Investment
UPI-DR-853097804819-AMAZON PRIME VIDEO,Entertainment
AUTO DEBIT AXIS MF,Investment
UPI/OUT/204426477155/hotels.c@okaxis/Payment,Travel
UPI PAYMENT SPECTRANET,Utilities
UPI-P2A-029908941529-STANZALIVING,Rent
UPI-P2A-418191767833-BLACKBERRYS,Shopping
NACH-ATM HDFC-15048107,Cash Withdrawal
UPI/ATM SBI/600838244177,Cash Withdrawal
IMPS-HDFC BANK-74924211,Income
MANDATE-PVR CINEMAS,Entertainment
POS PURCHASE CAFE COFFEE DAY,Food & Dining
SIP/SBI MUTUAL FUND/75281510,Investment
IMPS/833856728954/PETER ENGLAND,Shopping
ECS-STEAM INDIA,Entertainment
UPI PAYMENT SBI LIFE,Insurance
UPI-DR-473721091360-ACER,Electronics
UPI/BLINKIT/199861556163,Groceries
ECS-BPCL PUMP,Fuel
UPI/ALLEN CAREER INSTITUTE/173297156109,Education
POS 348137 ADIDAS,Shopping
BILLDESK-METRO CASH AND CARRY-870693,Groceries
AUTO DEBIT DUNKIN DONUTS,Food & Dining
NEFT-CULT FIT-42076838,Health
POS 788399 BOUNCE CHARGES,Bank Charges
UPI/OUT/953526069017/vishalme@apl/Payment,Groceries
IMPS-SMS ALERT CHARGES-33556383,Bank Charges
POS PURCHASE TSRTC,Transport
POS PURCHASE BOOKMYSHOW,Entertainment
POS 973937 GROWW,Investment
RTGS/347902339567/ICICI BANK EMI,Loan EMI
ACH DR PPF INTEREST CREDIT,Interest Income
RTGS/007004325965/MY11CIRCLE,Entertainment
SELF TRANSFER 10654964,Transfer
RTGS/399069565856/NSC INTEREST,Interest Income
LI PREMIUM HDFC LIFE,Insurance
BILLDESK-KARNATAKA PT-944992,Tax
IMPS-KARACHI BAKERY-45396999,Food & Dining
UPI-P2A-180168596626-BAJAJ ALLIANZ GENERAL,Insurance
POS/217441/RTGS CHARGES,Bank Charges
NEFT/865904756201/CLEARTRIP,Travel
UPI/THOMAS COOK/010840118284,Travel
SELF TRANSFER 43561676,Transfer
NEFT-CROMA-16086099,Shopping
ECS-FORTIS HEALTHCARE,Health
NEFT/933755883848/WHITEHAT JR,Education
UPI/OUT/219543239386/patanjal@apl/Payment,Personal Care
POS/892767/STEAM INDIA,Entertainment
AUTO DEBIT WOW MOMO,Food & Dining
UPI/UDEMY BUSINESS,Subscriptions
POS/988607/BAJAJ FINSERV EMI,Loan EMI
NEFT/670426817054/EDUREKA,Education
BILLDESK-AKASA AIR-250453,Travel
IMPS/171825128017/KOTAK MAHINDRA EMI,Loan EMI
AUTO DEBIT MERU CABS,Transport
IMPS/913594353095/TDS PAYMENT,Tax
IMPS-APPLE MUSIC-79852651,Entertainment
INCOME TAX 1175539278,Tax
ECS-ALLEN CAREER INSTITUTE,Education
IMPS-JBL INDIA-28310810,Electronics
ACH DR INDIAN OIL,Fuel
NEFT/487559965166/QUICKRIDE,Transport
UPI/DR/379066200705/SOCIETY MAINTENANCE,Rent
POS 663727 UPGRAD,Education
IMPS/764476403681/TONI AND GUY,Personal Care
NACH-SWIGGY ONE-99736047,Subscriptions
BILLDESK-STANZALIVING-021890,Rent
UPI-DR-166448174070-SNAP FITNESS,Health
SUBSCRIPTION ZOMATO PRO,Subscriptions
UPI/PRACTO/300881972564,Health
IMPS/644867069079/MAMAEARTH,Personal Care
PAYROLL ACCENTURE INDIA,Income
ECS-ZOOM PRO,Subscriptions
UPI-DR-499088745687-SRI CHAITANYA,Education
MANDATE-NON MAINTENANCE CHARGE,Bank Charges
ACH DR NIPPON INDIA MF,Investment
NACH-YES BANK EMI-20128787,Loan EMI
NEFT-FULLERTON INDIA EMI-62189587,Loan EMI
BILLDESK-SIMPLILEARN-659197,Education
UPI-DR-919658802586-GOOGLEPAY TRANSFER,Transfer
UPI/MOTOROLA,Electronics
UPI PAYMENT MSEDCL,Utilities
UPI/NIVA BUPA/201052040866,Insurance
IMPS-HDFC BANK FD INTEREST-27802757,Interest Income
UPI-DR-026432421376-PANASONIC,Electronics
NACH-NATIONAL INSURANCE-49321414,Insurance
UPI/PSPCL,Utilities
UPI/DR/309879996135/UNION BANK INTEREST,Interest Income
ACH DR BSNL BROADBAND,Utilities
BILLDESK-ZOOM CAR-784163,Transport
POS/996295/MAGICBRICKS,Rent
ACH DR INCOME TAX PAYMENT,Tax
POS/764830/NOISE,Electronics
BILLDESK-SPICEJET-227633,Travel
UPI PAYMENT IOCL OUTLET,Fuel
UPI/GOIBIBO/242084410413,Travel
NEFT-MOBIKWIK TRANSFER-87385666,Transfer
IMPS-CREDITAS EMI-98162575,Loan EMI
UPI/GOOGLE ONE/024734205399,Subscriptions
UPI-DR-490444300372-CASTROL,Fuel
NEFT/398974688642/SONY,Electronics
POS 480944 MINIMALIST INDIA,Personal Care
UPI/AIRBNB INDIA,Travel
UPI/DR/340150433801/NETFLIX INDIA,Subscriptions
RTGS/609637940255/WOW MOMO,Food & Dining
ECS-GLOWROAD,Shopping
NEFT-SPOTIFY-80136242,Entertainment
NEFT-HP PETROL PUMP-95190492,Fuel
IMPS/250191835210/LINKEDIN PREMIUM,Subscriptions
UPI/DR/972006408832/ATM HDFC,Cash Withdrawal
UPI/HERITAGE FRESH/695733833457,Groceries
UPI-P2A-568201298375-IOC FUEL STATION,Fuel
UPI/APOLLO PHARMACY,Health
POS 063782 JUPITER TRANSFER,Transfer
NEFT/874413152719/INCOME TAX PAYMENT,Tax
HOUSE RENT MAGICBRICKS,Rent
UPI PAYMENT GUJARAT GAS,Utilities
RTGS/881724461709/MUMBAI METRO,Transport
NEFT/528693013730/SWIGGY INSTAMART,Groceries
UPI/DR/701782053714/SRM UNIVERSITY,Education
TDS PAYMENT 48543851,Tax
UPI/BOUNCE CHARGES,Bank Charges
UPI/OUT/737441248449/landlord@okicici/Payment,Rent
NACH-ADOBE CC-17691841,Subscriptions
UPI/OUT/780810514052/natureba@axl/Payment,Groceries
AUTO DEBIT SRM UNIVERSITY,Education
AUTO DEBIT CONSULTING FEES,Income
UPI-P2A-789305183112-KARNATAKA PT,Tax
UPI/DR/915850017086/GREAT LEARNING,Education
NEFT/620519713995/INDIGO AIRLINES,Travel
POS PURCHASE IMPS TRANSFER,Transfer
BILLPAY GUJARAT GAS,Utilities
EMI/SIMPL EMI/76633889,Loan EMI
ECS-PNB METLIFE,Insurance
BILLDESK-VISHAL MEGA MART-855114,Groceries
UPI/OLA CABS,Transport
UPI/DR/330364202050/KISSHT EMI,Loan EMI
UPI/THEOBROMA,Food & Dining
AUTO DEBIT FABHOTELS,Travel
UPI/DR/870763678637/DELHI PROPERTY TAX,Tax
UPI-P2A-373642556273-LENOVO,Electronics
ACH DR FOREST ESSENTIALS,Personal Care
RTGS/691939981540/CHENNAI METRO,Transport
UPI/DR/887194244249/DIGIT INSURANCE,Insurance
UPI-DR-823348266936-TATA CONSULTANCY,Income
UPI-P2A-736799703978-MCGM WATER,Utilities
PAYROLL WIPRO LTD,Income
IMPS/617989187963/AIRBNB INDIA,Travel
UPI/TDS PAYMENT/047892889838,Tax
POS PURCHASE DOCSAPP,Health
AUTO DEBIT KSEB,Utilities
NEFT-PAPA JOHNS-24835472,Food & Dining
DEMAT KOTAK MF,Investment
RTGS/564523676970/DEBIT CARD ANNUAL FEE,Bank Charges
UPI-DR-967387117687-PNB FD INTEREST,Interest Income
UPI/ENRICH SALON,Personal Care
UPI-DR-179186980399-BONUS CREDIT,Income
AUTO DEBIT GST PAYMENT,Tax
ECS-GOOGLEPAY TRANSFER,Transfer
ECS-MAX LIFE,Insurance
POS/974714/CASH COUNTER WITHDRAWAL,Cash Withdrawal
UPI/DR/212482997961/FLIPKART GROCERY,Groceries
UPI/SIMPL EMI/632020118984,Loan EMI
NEFT-TIMES PRIME-84434398,Subscriptions
IMPS-MIRAE ASSET MF-72985905,Investment
IMPS/071432584389/SNAP FITNESS,Health
POS PURCHASE SIMPL EMI,Loan EMI
UPI/REDCLIFFE LABS/843043339876,Health
UPI/OUT/883642969757/srmunive@okaxis/Payment,Education
UPI-P2A-137243958243-MY11CIRCLE,Entertainment
BILLDESK-ONEPLUS-728011,Electronics
IMPS-SPICEJET-57935086,Travel
UPI PAYMENT EXCITEL,Utilities
POS 334369 YES BANK EMI,Loan EMI
POS 301977 CHEQUE BOOK CHARGES,Bank Charges
UPI/OUT/817696087135/nipponin@okicici/Payment,Investment
UPI/DR/501631076545/ANYTIME FITNESS,Health
NEFT/455199914860/PATANJALI AYURVED,Personal Care
UPI PAYMENT STANZALIVING,Rent
UPI-DR-947586209758-FD MATURITY CREDIT,Interest Income
MANDATE-PROFESSIONAL TAX,Tax
UPI/REBEL FOODS,Food & Dining
AUTO DEBIT NON MAINTENANCE CHARGE,Bank Charges
ACH DR BOAT LIFESTYLE,Electronics
BILLDESK-LIQUID FUND DIVIDEND-321816,Interest Income
MANDATE-BANGALORE METRO RAIL,Transport
POS PURCHASE SIMPLILEARN,Education
ECS-HP PETROL PUMP,Fuel
NEFT-APPLE MUSIC-29757080,Entertainment
NACH-SIMPL EMI-01971787,Loan EMI
UPI/OUT/296615033744/payrollc@kotak/Payment,Income
POS PURCHASE PHONEPE TRANSFER,Transfer
MANDATE-YULU BIKES,Transport
UPI/OUT/192772625346/nilgiris@kotak/Payment,Groceries
AUTO DEBIT FOREST ESSENTIALS,Personal Care
UPI-DR-863063744968-GO FIRST,Travel
ECS-QUICKRIDE,Transport
UPI/OUT/123565958447/acer@paytm/Payment,Electronics
POS/107487/HEALTHIANS,Health
MANDATE-NIVA BUPA,Insurance
IMPS/420106325299/AIRTEL BROADBAND,Utilities
SIP DEBIT ANGEL ONE,Investment
UPI-P2A-016200957068-KOTAK SAVINGS INTEREST,Interest Income
UPI-DR-240187945463-METRO CASH AND CARRY,Groceries
ACH DR LAZYPAY EMI,Loan EMI
POS PURCHASE INDIAN OIL,Fuel
UPI/DR/841153770059/ZARA,Shopping
UPI-DR-447879965437-REALME,Electronics
ACH DR DU FEES PAYMENT,Education
IMPS/937222126910/KOTAK SAVINGS INTEREST,Interest Income
ECS-ICICI PRUDENTIAL LIFE,Insurance
NACH-RAPIDO-67539235,Transport
UPI/BAJAJ ALLIANZ LIFE/869670476040,Insurance
IMPS/825702450986/RD INTEREST CREDIT,Interest Income
RTGS/703646587422/HDFC MUTUAL FUND,Investment
IMPS-SIMPL EMI-45322544,Loan EMI
UPI-DR-556646366857-DELL,Electronics
BILLDESK-RTGS CHARGES-026627,Bank Charges
NEFT/240033573103/CASH WITHDRAWAL BRANCH,Cash Withdrawal
UPI/JIO FIBER,Utilities
ACH DR IMPS TRANSFER,Transfer
NEFT-BOB INTEREST CREDIT-52276887,Interest Income
NEFT/075746947492/NYKAA,Shopping
ATM-NFS CASH WITHDRAWAL,Cash Withdrawal
UPI PAYMENT CHAAYOS,Food & Dining
AUTO DEBIT BOB INTEREST CREDIT,Interest Income
UPI-DR-020088634958-LAZYPAY EMI,Loan EMI
INCOME TAX 6862154462,Tax
POS PURCHASE ECS BOUNCE,Bank Charges
NEFT/863213647637/INFOSYS LTD,Income
IMPS/479560268693/NEW INDIA ASSURANCE,Insurance
MANDATE-KOTAK MAHINDRA EMI,Loan EMI
ATM WDL 103375,Cash Withdrawal
